x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32,x33,y33,z33,visibility33
-0.07195370644330978,-0.5812483429908752,-0.2223646342754364,0.9989296793937683,-0.056907255202531815,-0.6170040965080261,-0.21931123733520508,0.9987403750419617,-0.05593685060739517,-0.6173414587974548,-0.2187158167362213,0.9989945292472839,-0.056678831577301025,-0.6178247332572937,-0.21986256539821625,0.9986806511878967,-0.08574824035167694,-0.6135586500167847,-0.20613744854927063,0.9986593723297119,-0.08517640084028244,-0.6144773364067078,-0.2075604349374771,0.9987840056419373,-0.08590693771839142,-0.6152089834213257,-0.20754124224185944,0.9983830451965332,0.013978555798530579,-0.6117337942123413,-0.14391514658927917,0.9993141889572144,-0.11541703343391418,-0.6007784605026245,-0.10239671170711517,0.9985455274581909,-0.04182124137878418,-0.5635669827461243,-0.19619303941726685,0.9981040954589844,-0.07902277261018753,-0.5583117604255676,-0.17968207597732544,0.9976388216018677,0.1302480697631836,-0.44435131549835205,-0.09615854918956757,0.9235656261444092,-0.1850573867559433,-0.4450722336769104,-0.044779714196920395,0.9513859748840332,0.15944838523864746,-0.34832173585891724,-0.21704629063606262,0.27470600605010986,-0.21958617866039276,-0.33637189865112305,-0.12324188649654388,0.060243502259254456,0.033445052802562714,-0.3869538903236389,-0.2965656816959381,0.3495875597000122,-0.21757791936397552,-0.34374645352363586,-0.28661683201789856,0.13929499685764313,-0.010926570743322372,-0.3791806697845459,-0.3150278329849243,0.3717941641807556,-0.1954406052827835,-0.331260085105896,-0.3072388172149658,0.19175226986408234,-0.018687009811401367,-0.39669927954673767,-0.3057335317134857,0.4559067189693451,-0.1781369149684906,-0.3456260561943054,-0.29513388872146606,0.2583876848220825,0.018147312104701996,-0.3872170150279999,-0.28891849517822266,0.3885585069656372,-0.20137600600719452,-0.34032148122787476,-0.2888699173927307,0.21451571583747864,0.1370556503534317,-0.011131753213703632,0.009130455553531647,0.0011698434827849269,-0.13985216617584229,-0.018204353749752045,-0.003909727558493614,0.000984154175966978,0.1395699828863144,-0.08495417982339859,-0.16407106816768646,0.010857012122869492,-0.045118119567632675,-0.2855050265789032,-0.1940724402666092,0.0048929848708212376,0.21969394385814667,0.1554638296365738,-0.017698798328638077,0.0007446084637194872,-0.04241761937737465,0.0013075133319944143,-0.11913411319255829,0.00016704526206012815,0.21141698956489563,0.22948428988456726,0.03869066387414932,0.00035958801163360476,-0.059713225811719894,0.07739192247390747,-0.03252766281366348,0.00021747285791207105,0.2858622074127197,-0.22333183884620667,-0.33566588163375854,0.0008158541168086231,-0.0761992558836937,-0.2304506003856659,-0.42124298214912415,0.0007623196579515934
-0.05662710592150688,-0.5816165804862976,-0.2313082367181778,0.9986913800239563,-0.04459302872419357,-0.61786949634552,-0.226878359913826,0.9983980059623718,-0.043810851871967316,-0.6181676983833313,-0.226381316781044,0.9987363815307617,-0.04441264271736145,-0.6186854243278503,-0.227388396859169,0.9983100891113281,-0.07369949668645859,-0.6139603853225708,-0.21566863358020782,0.9983434081077576,-0.07279738038778305,-0.6148084998130798,-0.216990664601326,0.9985697865486145,-0.07369107007980347,-0.6155457496643066,-0.21707578003406525,0.9981449246406555,0.02265273593366146,-0.6126682162284851,-0.14704693853855133,0.9990796446800232,-0.10759267210960388,-0.6007751226425171,-0.11139115691184998,0.9983968138694763,-0.026832912117242813,-0.5638420581817627,-0.20271079242229462,0.9978521466255188,-0.06447971612215042,-0.5583415627479553,-0.18846401572227478,0.9974737167358398,0.14839303493499756,-0.4465111494064331,-0.085124671459198,0.9204487800598145,-0.17802229523658752,-0.4455646574497223,-0.056454893201589584,0.9533125758171082,0.2029952108860016,-0.33601635694503784,-0.18668979406356812,0.2667713761329651,-0.21530812978744507,-0.3125622570514679,-0.11830952018499374,0.066813625395298,0.09352532029151917,-0.3500768840312958,-0.2965680658817291,0.32924360036849976,-0.21015207469463348,-0.253223717212677,-0.2549809217453003,0.13272878527641296,0.05473824962973595,-0.33248212933540344,-0.31889623403549194,0.3492061495780945,-0.19125069677829742,-0.21684050559997559,-0.27702873945236206,0.18214194476604462,0.0384230762720108,-0.3570956885814667,-0.31423282623291016,0.42946210503578186,-0.17127788066864014,-0.2382531613111496,-0.27531898021698,0.2464396208524704,0.07604504376649857,-0.35331135988235474,-0.2906552851200104,0.3665827214717865,-0.1939678192138672,-0.25019577145576477,-0.26232457160949707,0.20474031567573547,0.13702145218849182,-0.008870899677276611,0.010113288648426533,0.001234972383826971,-0.1397472769021988,-0.018604189157485962,-0.004936702083796263,0.0010761277517303824,0.1358628273010254,-0.02920151688158512,-0.15584427118301392,0.010575574822723866,-0.041529808193445206,-0.23304468393325806,-0.19386816024780273,0.004794996231794357,0.20520073175430298,0.2258789837360382,-0.03807569667696953,0.0007543039391748607,-0.03943486884236336,0.06046648696064949,-0.12170290946960449,0.00017980975098907948,0.19687239825725555,0.29281508922576904,0.007162089459598064,0.00038283554022200406,-0.05821448564529419,0.12807853519916534,-0.044120363891124725,0.00024195198784582317,0.26195570826530457,-0.05726681649684906,-0.33638471364974976,0.0008463419508188963,-0.06429722160100937,-0.1262763887643814,-0.410423219203949,0.000834343140013516
-0.05110681429505348,-0.5831311345100403,-0.23516608774662018,0.9986218810081482,-0.04056568816304207,-0.6200037002563477,-0.22926898300647736,0.9983006715774536,-0.03987802565097809,-0.6203081607818604,-0.22882169485092163,0.9986539483070374,-0.04040401056408882,-0.6208475828170776,-0.2298101782798767,0.9981989860534668,-0.07011790573596954,-0.6150104403495789,-0.21903954446315765,0.9982593059539795,-0.06910370290279388,-0.6157650947570801,-0.22036749124526978,0.9985198974609375,-0.07002124190330505,-0.6165181398391724,-0.2204538881778717,0.9981064200401306,0.024859296157956123,-0.6153671145439148,-0.147090345621109,0.9989944696426392,-0.10582578182220459,-0.600768506526947,-0.11404594033956528,0.9983813166618347,-0.021717965602874756,-0.5654968619346619,-0.2054803967475891,0.9978079199790955,-0.0595376081764698,-0.5589146018028259,-0.19247925281524658,0.9974809288978577,0.1510084718465805,-0.44996577501296997,-0.07800119370222092,0.9188413023948669,-0.17563492059707642,-0.4453096389770508,-0.06466469168663025,0.9554048180580139,0.20748037099838257,-0.33349359035491943,-0.18418855965137482,0.2593573033809662,-0.21160799264907837,-0.2966102957725525,-0.13077665865421295,0.07649794965982437,0.10031251609325409,-0.34499213099479675,-0.30893102288246155,0.31473156809806824,-0.20258033275604248,-0.2260930985212326,-0.27568385004997253,0.12886539101600647,0.06282758712768555,-0.3264763057231903,-0.34134534001350403,0.3320213556289673,-0.18515650928020477,-0.18802101910114288,-0.3034805655479431,0.1757906824350357,0.046762652695178986,-0.35117560625076294,-0.33867374062538147,0.4090290069580078,-0.16261284053325653,-0.21122696995735168,-0.30630913376808167,0.23867549002170563,0.08342184871435165,-0.34870392084121704,-0.307977557182312,0.3509412705898285,-0.18595251441001892,-0.2241918444633484,-0.28698816895484924,0.19882899522781372,0.13648353517055511,-0.007771004922688007,0.01125842984765768,0.0013628472806885839,-0.1389998346567154,-0.018636751919984818,-0.006112853996455669,0.001224928884766996,0.1294613480567932,-0.011439569294452667,-0.14568324387073517,0.010203935205936432,-0.03984884172677994,-0.2063591480255127,-0.1901569813489914,0.004669280722737312,0.1924339085817337,0.2544425427913666,-0.0399693064391613,0.0007666299934498966,-0.035038407891988754,0.08609259128570557,-0.12179206311702728,0.0001888654805952683,0.18456879258155823,0.3199821710586548,0.0029823221266269684,0.0004091395530849695,-0.05553855746984482,0.15142735838890076,-0.04711055010557175,0.00026481665554456413,0.24576877057552338,-0.0075421580113470554,-0.3301790952682495,0.0008667916990816593,-0.05580025538802147,-0.08806158602237701,-0.4025823473930359,0.0008920856635086238
-0.05241706594824791,-0.5853378772735596,-0.234274223446846,0.9984893202781677,-0.041408639401197433,-0.6217878460884094,-0.2280256748199463,0.998163104057312,-0.040687210857868195,-0.622089684009552,-0.2275627702474594,0.9985520839691162,-0.04123455658555031,-0.62260502576828,-0.2285369336605072,0.9980660080909729,-0.07085970789194107,-0.6165478229522705,-0.21821820735931396,0.9981151819229126,-0.06989949196577072,-0.6173432469367981,-0.2195027619600296,0.9984029531478882,-0.07079065591096878,-0.6181416511535645,-0.2196376770734787,0.9979580044746399,0.024627259001135826,-0.6159389615058899,-0.1459103226661682,0.9989372491836548,-0.10608941316604614,-0.6007590293884277,-0.11376675218343735,0.9982390999794006,-0.022926833480596542,-0.5670056939125061,-0.20472638309001923,0.9976651668548584,-0.06056137755513191,-0.5600850582122803,-0.192134827375412,0.997278094291687,0.14964355528354645,-0.45049431920051575,-0.07899688929319382,0.9175397157669067,-0.1754787564277649,-0.44533658027648926,-0.06417575478553772,0.9547484517097473,0.2067740112543106,-0.3382304012775421,-0.1873658150434494,0.2539348602294922,-0.21061742305755615,-0.30923813581466675,-0.14556942880153656,0.07917269319295883,0.08929698914289474,-0.34611421823501587,-0.3072805106639862,0.30434468388557434,-0.20107756555080414,-0.2991131544113159,-0.3012291491031647,0.1302964687347412,0.04948694258928299,-0.32959383726119995,-0.33961164951324463,0.3208993673324585,-0.18240606784820557,-0.28691476583480835,-0.3249707520008087,0.1749967783689499,0.0355696938931942,-0.35404735803604126,-0.33754560351371765,0.39613401889801025,-0.16251583397388458,-0.31009554862976074,-0.31936022639274597,0.23694144189357758,0.07262345403432846,-0.34958961606025696,-0.3068675696849823,0.34011325240135193,-0.18538115918636322,-0.30147308111190796,-0.3075796365737915,0.19770485162734985,0.13614106178283691,-0.007436469662934542,0.011357118375599384,0.001429275725968182,-0.13836966454982758,-0.01871584914624691,-0.006237706635147333,0.0013022301718592644,0.1295984834432602,-0.01978171057999134,-0.14673037827014923,0.010573591105639935,-0.03567623347043991,-0.217078298330307,-0.19064821302890778,0.00492249196395278,0.19357290863990784,0.23960652947425842,-0.03887425363063812,0.000830056902486831,-0.026723027229309082,0.07161266356706619,-0.12419815361499786,0.00020860950462520123,0.1860637217760086,0.30683088302612305,0.00607055239379406,0.000436245696619153,-0.046822551637887955,0.13937973976135254,-0.05012054741382599,0.0002835382183548063,0.25719431042671204,-0.0588797852396965,-0.330312043428421,0.0009253151947632432,-0.04493361711502075,-0.11914487928152084,-0.40472549200057983,0.0009591554990038276
-0.05329620838165283,-0.5864344239234924,-0.23384937644004822,0.9984423518180847,-0.04198339208960533,-0.6230214238166809,-0.22788716852664948,0.9981171488761902,-0.04123278707265854,-0.6233709454536438,-0.22740885615348816,0.9985228776931763,-0.04180217534303665,-0.6238152980804443,-0.2283785045146942,0.9980230927467346,-0.07134400308132172,-0.6172009706497192,-0.21778413653373718,0.998073935508728,-0.07041656225919724,-0.6179989576339722,-0.2190813571214676,0.9983757734298706,-0.0713028833270073,-0.6188521981239319,-0.21920865774154663,0.9979185461997986,0.023868974298238754,-0.6179116368293762,-0.144796222448349,0.9989296793937683,-0.10650627315044403,-0.6006665229797363,-0.11343654245138168,0.9982073903083801,-0.02376297488808632,-0.5684136748313904,-0.20455576479434967,0.9976732730865479,-0.061316054314374924,-0.5607535243034363,-0.19165992736816406,0.9972552061080933,0.1486653834581375,-0.45336082577705383,-0.07961016893386841,0.9176249504089355,-0.17551077902317047,-0.4455738663673401,-0.06441068649291992,0.9555263519287109,0.2021482139825821,-0.34082451462745667,-0.1895856410264969,0.24879485368728638,-0.2094929963350296,-0.31348535418510437,-0.15772457420825958,0.08618208020925522,0.0828978568315506,-0.3509272336959839,-0.3071202337741852,0.29685744643211365,-0.2002166360616684,-0.3129115402698517,-0.3233160376548767,0.13498690724372864,0.04229031130671501,-0.33631840348243713,-0.33777549862861633,0.31026604771614075,-0.18138912320137024,-0.30400580167770386,-0.3466280996799469,0.17679254710674286,0.029602251946926117,-0.359213650226593,-0.334398090839386,0.3831520974636078,-0.16283687949180603,-0.3276335299015045,-0.3382698595523834,0.23806731402873993,0.06637164205312729,-0.3537696599960327,-0.30605441331863403,0.3305255174636841,-0.18526524305343628,-0.3172573149204254,-0.3292088210582733,0.19954697787761688,0.13472680747509003,-0.006756178569048643,0.011801020242273808,0.0015227014664560556,-0.13655982911586761,-0.01876400224864483,-0.006740615703165531,0.0014093691715970635,0.1273404359817505,-0.010912584140896797,-0.14141108095645905,0.010533767752349377,-0.035110630095005035,-0.20208501815795898,-0.18846483528614044,0.0050221155397593975,0.19389988481998444,0.254354327917099,-0.03787853568792343,0.0008690019603818655,-0.023309078067541122,0.07786771655082703,-0.12377992272377014,0.00021919564460404217,0.18679164350032806,0.3192841708660126,0.007005245890468359,0.0004594764905050397,-0.04402274265885353,0.14338037371635437,-0.04959802329540253,0.00029833478038199246,0.2543976306915283,-0.01525492500513792,-0.3258529603481293,0.000948842556681484,-0.041718706488609314,-0.09913159906864166,-0.40560638904571533,0.0010074174497276545
-0.053575195372104645,-0.5871609449386597,-0.23366279900074005,0.9983605146408081,-0.042717400938272476,-0.623765766620636,-0.22734004259109497,0.9980354905128479,-0.04197848215699196,-0.6241359710693359,-0.22686782479286194,0.9984686374664307,-0.04251871258020401,-0.6245557069778442,-0.22785300016403198,0.9979497790336609,-0.07218820601701736,-0.617678701877594,-0.21756893396377563,0.9979864358901978,-0.07126639783382416,-0.6184926629066467,-0.2188374251127243,0.9983077049255371,-0.07211523503065109,-0.619381844997406,-0.21897774934768677,0.9978211522102356,0.021810047328472137,-0.6187299489974976,-0.14352554082870483,0.9989076256752014,-0.10832638293504715,-0.6005157232284546,-0.11332258582115173,0.998116672039032,-0.023976555094122887,-0.5691709518432617,-0.20421192049980164,0.9976177215576172,-0.06152404099702835,-0.5611457228660583,-0.19145779311656952,0.997136116027832,0.1482906937599182,-0.45426490902900696,-0.08017619699239731,0.917047917842865,-0.1756128966808319,-0.44549891352653503,-0.06462103873491287,0.9551100730895996,0.19603434205055237,-0.34378907084465027,-0.19010688364505768,0.243300661444664,-0.20814403891563416,-0.31695321202278137,-0.16443122923374176,0.08956742286682129,0.08118467777967453,-0.3521486818790436,-0.30710259079933167,0.2901674509048462,-0.1991448849439621,-0.3304639756679535,-0.3356783986091614,0.13859374821186066,0.039618119597435,-0.33902376890182495,-0.33647459745407104,0.3016801178455353,-0.18018631637096405,-0.3250887393951416,-0.3586387038230896,0.1779962182044983,0.026355843991041183,-0.36167287826538086,-0.3324454426765442,0.3728385269641876,-0.16300766170024872,-0.3477073907852173,-0.3487599492073059,0.2385522872209549,0.06386702507734299,-0.355736643075943,-0.30557432770729065,0.3226693272590637,-0.18489335477352142,-0.3347149193286896,-0.3408779799938202,0.20056970417499542,0.13416290283203125,-0.006567374803125858,0.012206033803522587,0.0015924093313515186,-0.1357942521572113,-0.01877005770802498,-0.007177803665399551,0.0014849178260192275,0.1274881511926651,-0.01271845679730177,-0.1411997377872467,0.01063609216362238,-0.03399331867694855,-0.20602338016033173,-0.18851327896118164,0.005145901348441839,0.19545002281665802,0.2512737214565277,-0.0375189483165741,0.0009129293612204492,-0.020766889676451683,0.07432437688112259,-0.12434253841638565,0.00023039845109451562,0.18811678886413574,0.3165474236011505,0.007394024170935154,0.0004823158960789442,-0.04157213121652603,0.14020884037017822,-0.050680261105298996,0.000309720984660089,0.2564838230609894,-0.027372103184461594,-0.32524821162223816,0.0009780912660062313,-0.03935258090496063,-0.1070944294333458,-0.4069334864616394,0.0010523097589612007
-0.054903287440538406,-0.5878418684005737,-0.23350083827972412,0.9982708692550659,-0.04483460634946823,-0.6244547367095947,-0.2270335853099823,0.9979459047317505,-0.04410263150930405,-0.6248363852500916,-0.2265688180923462,0.9984058141708374,-0.04461182281374931,-0.6252385377883911,-0.22756162285804749,0.9978663325309753,-0.07439238578081131,-0.6181272268295288,-0.2174292355775833,0.9978919625282288,-0.07349234074354172,-0.618955135345459,-0.2187173217535019,0.9982330799102783,-0.07429975271224976,-0.6198657155036926,-0.2188437432050705,0.9977189898490906,0.018719742074608803,-0.6195424795150757,-0.14280731976032257,0.9988797307014465,-0.11109839379787445,-0.6004010438919067,-0.11319504678249359,0.9980196356773376,-0.025262925773859024,-0.5699017643928528,-0.20404845476150513,0.9975590705871582,-0.06275348365306854,-0.5615409016609192,-0.1912127584218979,0.9970147609710693,0.14713090658187866,-0.4554179310798645,-0.0806090384721756,0.9163902997970581,-0.17630979418754578,-0.4454532265663147,-0.06474768370389938,0.9546838402748108,0.19142989814281464,-0.3461891710758209,-0.19102202355861664,0.23833687603473663,-0.20784713327884674,-0.31916460394859314,-0.16681993007659912,0.09279630333185196,0.08057340234518051,-0.3527558743953705,-0.306896835565567,0.28264090418815613,-0.19940000772476196,-0.33684274554252625,-0.3408467471599579,0.1413833349943161,0.038243744522333145,-0.33959275484085083,-0.335517942905426,0.29257258772850037,-0.18040913343429565,-0.3313198685646057,-0.3644828796386719,0.17861482501029968,0.024504873901605606,-0.36240774393081665,-0.331134557723999,0.3619794249534607,-0.16321155428886414,-0.3535769283771515,-0.35461845993995667,0.23848916590213776,0.06260978430509567,-0.3564106822013855,-0.3050692677497864,0.31414034962654114,-0.18521657586097717,-0.34064874053001404,-0.34604018926620483,0.20106278359889984,0.13364353775978088,-0.006453738547861576,0.012391260825097561,0.0016648303717374802,-0.1351257711648941,-0.018753359094262123,-0.007389616686850786,0.0015649067936465144,0.12755750119686127,-0.009714556857943535,-0.140228733420372,0.010861611925065517,-0.03320417180657387,-0.2018965780735016,-0.18813756108283997,0.005342497956007719,0.1965804249048233,0.2550618052482605,-0.03704291209578514,0.0009727144497446716,-0.01870938390493393,0.07772170007228851,-0.12432356923818588,0.000246409879764542,0.18917714059352875,0.3200412392616272,0.007891088724136353,0.0005128082702867687,-0.03927448019385338,0.1431000679731369,-0.050890181213617325,0.00032868958078324795,0.25784382224082947,-0.020923279225826263,-0.32388150691986084,0.0010181001853197813,-0.03781420364975929,-0.10100036859512329,-0.407398521900177,0.0011119410628452897
-0.05586368963122368,-0.5883542895317078,-0.23337821662425995,0.9981926679611206,-0.04630354419350624,-0.6249746084213257,-0.22669918835163116,0.9978677034378052,-0.04557804390788078,-0.625367283821106,-0.22624067962169647,0.9983510971069336,-0.046068351715803146,-0.6257559657096863,-0.22724173963069916,0.9977936744689941,-0.0759299099445343,-0.6184869408607483,-0.2172859162092209,0.9978100657463074,-0.07504671812057495,-0.6193258762359619,-0.21855750679969788,0.9981685280799866,-0.07582613080739975,-0.6202526092529297,-0.21869364380836487,0.9976305961608887,0.016704965382814407,-0.6201623678207397,-0.14208784699440002,0.9988558292388916,-0.11294985562562943,-0.6003242135047913,-0.1130237951874733,0.9979358911514282,-0.026215866208076477,-0.5704548358917236,-0.20381955802440643,0.997510552406311,-0.06367640942335129,-0.5618657469749451,-0.19104143977165222,0.9969111084938049,0.1461254060268402,-0.4562423825263977,-0.0809331089258194,0.9157727360725403,-0.17684496939182281,-0.445437490940094,-0.06480026990175247,0.9543184638023376,0.18804803490638733,-0.34758010506629944,-0.19192209839820862,0.23375776410102844,-0.20765849947929382,-0.3208944499492645,-0.16818952560424805,0.09608593583106995,0.07961443066596985,-0.35360270738601685,-0.3067140579223633,0.27605360746383667,-0.19949905574321747,-0.3402060866355896,-0.3435059189796448,0.1445409059524536,0.03676086291670799,-0.3402053415775299,-0.33483773469924927,0.2844952940940857,-0.18051061034202576,-0.3344326317310333,-0.3673369586467743,0.17974577844142914,0.02290114387869835,-0.36287879943847656,-0.3302364647388458,0.35232052206993103,-0.1633564978837967,-0.356593519449234,-0.3574737012386322,0.23906779289245605,0.0612199604511261,-0.35673436522483826,-0.30468297004699707,0.30663469433784485,-0.18544363975524902,-0.3437665104866028,-0.34868210554122925,0.20209279656410217,0.13318541646003723,-0.006350306794047356,0.012564195320010185,0.0017287712544202805,-0.13456282019615173,-0.018736688420176506,-0.007589171174913645,0.0016364683397114277,0.1275886595249176,-0.007792238146066666,-0.13939370214939117,0.011049341410398483,-0.03269032761454582,-0.19926239550113678,-0.18772676587104797,0.005521624349057674,0.1973634958267212,0.257560133934021,-0.036709681153297424,0.0010276506654918194,-0.017410647124052048,0.07999929785728455,-0.12430775910615921,0.000260939821600914,0.18996547162532806,0.32234469056129456,0.00806211307644844,0.0005411127931438386,-0.03781399875879288,0.14517471194267273,-0.05109207704663277,0.0003462618915364146,0.2586473226547241,-0.01642165146768093,-0.3228655755519867,0.0010530665749683976,-0.03694600611925125,-0.09741581231355667,-0.4077034294605255,0.0011659199371933937
-0.05628712475299835,-0.5881925821304321,-0.23388175666332245,0.9982264041900635,-0.046418365091085434,-0.6249144077301025,-0.2272094488143921,0.9979127645492554,-0.04566866531968117,-0.6253319978713989,-0.22677116096019745,0.9983835816383362,-0.046175576746463776,-0.6257152557373047,-0.22779513895511627,0.9978427886962891,-0.07617165893316269,-0.6181740164756775,-0.21763695776462555,0.9978618621826172,-0.07527448236942291,-0.6190078854560852,-0.21896915137767792,0.9982062578201294,-0.07605981081724167,-0.6199521422386169,-0.21900679171085358,0.9976818561553955,0.016596922650933266,-0.6205548048019409,-0.1421155333518982,0.9988888502120972,-0.1132054328918457,-0.5995336174964905,-0.11285492777824402,0.9979920983314514,-0.026625270023941994,-0.5704622268676758,-0.20418033003807068,0.9976275563240051,-0.06405482441186905,-0.5617316961288452,-0.19141292572021484,0.9970312118530273,0.14575685560703278,-0.45820000767707825,-0.08115462213754654,0.9190442562103271,-0.17700199782848358,-0.4454286992549896,-0.06513796746730804,0.9565380811691284,0.18841195106506348,-0.34733468294143677,-0.19238069653511047,0.23331637680530548,-0.20765052735805511,-0.31850892305374146,-0.16989979147911072,0.10530415177345276,0.07668935507535934,-0.3522646129131317,-0.31348034739494324,0.2744467854499817,-0.1995115876197815,-0.31976428627967834,-0.34898102283477783,0.14951331913471222,0.03445111960172653,-0.33846956491470337,-0.34445828199386597,0.27921026945114136,-0.18027034401893616,-0.30881136655807495,-0.37476199865341187,0.18238277733325958,0.02169271558523178,-0.36155810952186584,-0.3397688865661621,0.3453930616378784,-0.16329936683177948,-0.3341188430786133,-0.3672584593296051,0.24142694473266602,0.05922379717230797,-0.35623598098754883,-0.3121115267276764,0.30297595262527466,-0.18546055257320404,-0.3248715400695801,-0.35591819882392883,0.20540687441825867,0.13210274279117584,-0.005881077144294977,0.01255798526108265,0.001828267122618854,-0.1334092915058136,-0.018735116347670555,-0.007588991895318031,0.0017409849679097533,0.11605440825223923,-2.608422437333502e-05,-0.13254636526107788,0.010526008903980255,-0.03668634220957756,-0.18810169398784637,-0.1814093142747879,0.005329184699803591,0.18361757695674896,0.2766159772872925,-0.03532041236758232,0.0010084515670314431,-0.01844608224928379,0.08814302086830139,-0.12113864719867706,0.00025323175941593945,0.17842569947242737,0.3392966091632843,0.008605475537478924,0.0005400562076829374,-0.04019361734390259,0.15116846561431885,-0.04988778382539749,0.0003436647239141166,0.23976756632328033,0.03339530900120735,-0.3129015862941742,0.0010196624789386988,-0.037313349545001984,-0.07686428725719452,-0.40628722310066223,0.0011410723673179746
-0.05660320818424225,-0.5880656838417053,-0.23416753113269806,0.9982507824897766,-0.046535320580005646,-0.6248617172241211,-0.22750279307365417,0.997947096824646,-0.04582425579428673,-0.6252988576889038,-0.22707593441009521,0.9984084367752075,-0.04630143940448761,-0.6256779432296753,-0.2281147837638855,0.997881293296814,-0.07645116001367569,-0.6179343461990356,-0.21782779693603516,0.9979012608528137,-0.07554464042186737,-0.618766725063324,-0.21919262409210205,0.9982340335845947,-0.07633325457572937,-0.6197227835655212,-0.2191726118326187,0.997719407081604,0.016420520842075348,-0.6208288073539734,-0.1421327441930771,0.9989163875579834,-0.11350734531879425,-0.5989127159118652,-0.11274858564138412,0.9980347156524658,-0.026931047439575195,-0.5704681873321533,-0.204399973154068,0.9977264404296875,-0.064333975315094,-0.5616211295127869,-0.19163185358047485,0.9971286058425903,0.14553742110729218,-0.4594741761684418,-0.0813312977552414,0.9219028949737549,-0.17719736695289612,-0.4453776478767395,-0.06544981151819229,0.9584103226661682,0.1881171017885208,-0.34729331731796265,-0.192691370844841,0.2327200025320053,-0.20755086839199066,-0.3170525133609772,-0.17139935493469238,0.11310556530952454,0.0748278871178627,-0.35235846042633057,-0.3168063759803772,0.2731601893901825,-0.19945736229419708,-0.31210142374038696,-0.3524991571903229,0.1538332998752594,0.032872434705495834,-0.33856502175331116,-0.3485648036003113,0.2746967077255249,-0.18005262315273285,-0.2997024655342102,-0.3789794147014618,0.18463824689388275,0.020783202722668648,-0.3615875542163849,-0.3438980281352997,0.3394431173801422,-0.16327987611293793,-0.3254944980144501,-0.372123122215271,0.24341422319412231,0.05787774920463562,-0.3565880060195923,-0.31559666991233826,0.2999132573604584,-0.18543681502342224,-0.31732675433158875,-0.360014408826828,0.20822761952877045,0.1313946396112442,-0.005570210516452789,0.012562352232635021,0.0019196912180632353,-0.132659912109375,-0.01873094215989113,-0.0075947619043290615,0.0018345288699492812,0.1111547201871872,0.0023268875665962696,-0.1298070102930069,0.010067181661725044,-0.03905413672327995,-0.1851719468832016,-0.1784365028142929,0.0051603056490421295,0.17835088074207306,0.2811652719974518,-0.034522827714681625,0.0009917307179421186,-0.019335433840751648,0.0904460921883583,-0.11919983476400375,0.00024634154397062957,0.17372842133045197,0.34365788102149963,0.00900320615619421,0.0005395994521677494,-0.04195172339677811,0.15298375487327576,-0.04896548390388489,0.0003410609206184745,0.2333822399377823,0.03891700878739357,-0.30894094705581665,0.0009906202321872115,-0.03757647052407265,-0.07322178781032562,-0.40544790029525757,0.0011181909358128905
